lot_id,lot_number,auction_id,auction_title,auction_date,auction_location,sale_type,artist_name,artist_birth_year,artist_death_year,title,medium_raw,medium_category,height_cm,width_cm,year_created,is_signed,is_dated,provenance_text,provenance_count,literature_text,literature_count,exhibited_text,exhibition_count,estimate_low_usd,estimate_high_usd,estimate_currency,hammer_price_usd,hammer_currency,is_sold,is_withdrawn,image_url,lot_url
bonhams_30527_8,8,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Anna Boghiguian,,,Untitled,"mixed media on paper, framed",mixed_media,33.5,24.0,2000.0,True,True,"The distinguished collection of an Egyptian scholar and author
Acquired directly from the artist
Then by descent to the present owner",3,,0,,0,4158.0,6300.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2024-08/26/25554921-11-2.jpg,https://www.bonhams.com/auction/30527/lot/8/
bonhams_30527_9,9,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Anna Boghiguian,,,Street View,"mixed media on paper, framed",mixed_media,23.0,32.0,2002.0,True,True,"The distinguished collection of an Egyptian scholar and author
Acquired directly from the artist
Then by descent to the present owner",3,,0,,0,4158.0,6300.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2024-08/26/25554921-10-2.jpg,https://www.bonhams.com/auction/30527/lot/9/
bonhams_30527_10,10,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Said El-Adawi,1938.0,1973.0,Untitled,mixed media on paper,mixed_media,23.5,29.0,1966.0,True,True,"Property from a private collection, Cairo
Formerly in the collection of a distinguished Egyptian scholar and author
Thence by descent to the present owner",3,,0,,0,1008.0,1260.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2024-10/11/25555827-13-6.jpg,https://www.bonhams.com/auction/30527/lot/10/
bonhams_29352_1,1,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Jamini Roy,1887.0,1972.0,Untitled (Nandi),tempera on card,other,34.7,41.8,,True,False,"Property from a private collection, USA;
Acquired from the artist by a private collector, 1969;
Acquired by the present owner from Heffels Auctions, Heffel Fine Art, 7th-28th April 2022, Lot 328, Toronto, Canada.
To see a similar work sold in these rooms see Bonhams, Islamic & Indian Art, 7th October 2014, lot 403.",4,,0,,0,7620.0,10160.0,GBP,7620.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-11/04/25591347-1-1.jpg,https://www.bonhams.com/auction/29352/lot/1/
bonhams_29352_2,2,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Krishna Hawlaji Ara,1914.0,1985.0,Untitled (Still Life),"gouache on paper, framed",gouache_on_paper,53.6,73.5,,True,False,"Property from a private collection, Geneva.
Acquired in India;
Thence by descent.
K. H. Ara's 'Still Life' paintings stand as compelling examples of his mastery over form, colour, and composition. One of the founding members of the Progressive Artists' Group (PAG), Ara was known for his unpretentious depictions of everyday subjects, infusing them with a sense of vitality and immediacy. The two Untitled (Still Life) works on offer in this auction showcase Ara's ability to transform ordinary objects, a bowl of fruits and flowers in a vase, into vibrant compositions that transcend the mundane.
In these works, Ara's use of bold, expressive brushstrokes and rich, earthy tones lends a tactile quality to the depicted objects, highlighting their texture and volume. The careful arrangement of items within the frame exemplifies his keen understanding of spatial relationships and balance. While his 'Still Lifes' appear deceptively simple, there is a subtle play of light and shadow that adds depth and character to the compositions, imbuing the inanimate with a lively presence.
Moreover, the works in this series are distinguished by their focus on domesticity and the overlooked beauty of ordinary things. These paintings are not merely depictions of objects but are also reflective of the artist's sensitivity to his surroundings and his ability to find aesthetic value in everyday life. Through these works, Ara celebrates the essence of the humble and the familiar, making the 'Still Life' series a significant part of his artistic legacy and a testament to his nuanced approach to modern Indian art.
To see a similar work sold in these rooms see Bonhams, , 6th June 2023, lot 2.
READ MORE",8,,0,,0,10160.0,15240.0,GBP,27940.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-10/22/25550803-1-1.jpg,https://www.bonhams.com/auction/29352/lot/2/
bonhams_29352_3,3,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Senaka Senanayake,1951.0,,Untitled (Wash Day),oil on canvas.,oil_on_canvas,122.0,60.3,2004.0,True,True,"Property from a private collection, Hong Kong.
Acquired in Soho, Hong Kong in 2005.
Note: The work has been authenticated by the artist.
Senaka Senanayake's Untitled (Wash Day) is a celebration of daily life in rural Sri Lanka, rendered with the artist's characteristic use of rhythmic forms. The painting depicts women engaged in washing clothes by a river, surrounded by foliage. The artist's distinctive style characterized by fluid lines and stylised forms imbues the scene with an almost dreamlike quality, elevating a quotidian moment to one of serene beauty and introspection.",4,,0,,0,25400.0,30480.0,GBP,33020.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-10/21/25593153-1-1.jpg,https://www.bonhams.com/auction/29352/lot/3/
bonhams_29352_4,4,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Zarina Hashmi,1937.0,2020.0,Untitled (Thread & Paper),ink included with each email.,other,55.0,55.0,,True,False,"Property from the Estate of Leo Michaelson.
Zarina's Untitled (Thread and Paper) is a profound exploration of memory, displacement, and identity through an intriguing combination of materials and techniques. Known simply as Zarina, the artist utilised thread and scratch marks on paper to produce a composition that, despite its minimalist aesthetics, resonates with a deep emotional and narrative weight. This work, like much of Zarina's oeuvre, addresses themes of separation, loss, and the search for home, using the language of abstraction to evoke a sense of personal and collective history.
The juxtaposition of thread and scratching is a defining feature of Untitled (Thread and Paper), with each element contributing to a dialogue between surface and depth, presence and absence. Thread, often used in Zarina's works as a stand-in for lines or borders, becomes a tangible representation of connection, continuity, and the act of bridging distances. The fine strands traverse the textured surface of the paper, creating a network of paths that intersect and diverge. This sense of motion and directionality imbued in the thread work can be read as a visual metaphor for the artist's own experiences of migration and transience, suggesting both the physical journey across borders and the psychological navigation of belonging.
The thread's delicate yet purposeful trajectory is set against the stark, interrupted surface of the paper, which is marked by a series of scratches. These scratches are not merely superficial marks but are deeply etched into the paper, creating grooves that disrupt the otherwise smooth expanse. The act of scratching, which involves a degree of violence or force, contrasts sharply with the gentleness of sewing thread into paper. This contrast introduces a palpable tension in the work, alluding to the rupture and trauma associated with displacement and separation. The scratches suggest wounds or scars—traces of history that cannot be erased—while also creatin",7,,0,,0,19050.0,31750.0,GBP,44450.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-10/29/25533213-1-1.jpg,https://www.bonhams.com/auction/29352/lot/4/
bonhams_29352_5,5,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,J. Sultan Ali,1920.0,1990.0,Nag-Puja,"oil on canvas, framed",oil_on_canvas,87.0,122.0,1965.0,True,True,"Property from a private collection, London.
Acquired from the artist;
Acquired from the above.
In Indian tradition, the serpent, or nag, is venerated as a powerful deity associated with fertility, protection, and renewal. The practice of snake worship dates back to the early Indus Valley civilization and continues to be an integral part of religious observances, particularly in rural and tribal communities. This reverence stems from the snake's dualistic nature—embodying both creation and destruction, life and death—qualities that resonate with the cycles of nature. Rituals dedicated to snake worship are often held at specific times of the year, such as during the festival of Nag Panchami (serpent worship), where devotees offer milk, flowers, and prayers at anthills or temples dedicated to snake deities. These practices are believed to appease the serpents and ensure the well-being of the land, crops, and community, while also warding off calamities. The serpent's symbolic role as a guardian of hidden knowledge and the earth's treasures further underscores its significance in mythology and folklore.
J. Sultan Ali's (snake worship) is a striking exploration of ritual and spirituality, rendered through the artist's distinct visual language that combines folk traditions with modernist aesthetics. The two central figures are stylised and elongated, their simplified forms set against a vivid, textured background, whilst the three figures to the right of the composition appear anthropomorphic. Ali's bold use of reds, oranges and yellows coupled with the rhythmic lines infuses the composition with a sense of movement and energy, reflecting the fervour and dynamism of ritual practices. Ali is famed for his 'bulls,' a recurrent motif in his oeuvre, and here there are two bulls depicted to the left of the canvas. Bulls represent strength, vitality, and spirituality, and Ali imbues the animal with a symbolic meaning that transcends its physical form.
To see a similar work sold",7,,0,,0,25400.0,38100.0,GBP,60960.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-11/05/25541804-1-1.jpg,https://www.bonhams.com/auction/29352/lot/5/
bonhams_29352_6,6,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Thota Vaikuntam,1942.0,,Untitled (Woman),"acrylic on canvas on board, framed",acrylic_on_canvas,40.5,30.3,,True,True,"Property from a private collection, India.
Acquired from the artist.
'I like using rich primary colours, which give a sense of character and depth to my paintings. Like reds and saffron and even orange, because these are essentially Indian colours. I don't like using colours that are mix of two, because they are not natural, they don't exist in surroundings around us, in our everyday life.' Thota Vaikuntam in Uma Nair's, 'Nvya's small suite of T Vaikuntam at IAF 2023, The Times of India, 11th February 2023.
To see a similar work sold in these rooms see Bonhams, Modern & Contemporary South Asian Art, 14th November 2023, lot 42.
READ MORE",5,,0,,0,7620.0,10160.0,GBP,6985.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-11/04/25576294-1-1.jpg,https://www.bonhams.com/auction/29352/lot/6/
bonhams_29352_7,7,bonhams_29352,Modern and Contemporary South Asian Art,2024-12-10,London,live,Sayed Haider Raza,1922.0,2016.0,La Terre,ink included with each email.,other,,,,False,False,,0,,0,,0,,,GBP,3429000.0,GBP,True,False,https://images1.bonhams.com/image?src=Images/live/2024-08/15/25544516-6-1.jpg&width=960,https://www.bonhams.com/auction/29352/lot/7/
