lot_id,lot_number,auction_id,auction_title,auction_date,auction_location,sale_type,artist_name,artist_birth_year,artist_death_year,title,medium_raw,medium_category,height_cm,width_cm,year_created,is_signed,is_dated,provenance_text,provenance_count,literature_text,literature_count,exhibited_text,exhibition_count,estimate_low_usd,estimate_high_usd,estimate_currency,hammer_price_usd,hammer_currency,is_sold,is_withdrawn,image_url,lot_url,auction_year,surface_area_cm2,estimate_avg,theme
1734797409,470,,A Lasting Engagement: The Jane and Kito de Boer Collection,2020-09-23,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Portrait of S.A. Krishnan),,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,25000.0,35000.0,USD,27500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6254949,2020,4900,30000.0,Other
7165938935,223,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Village dans la Nuit),,oil_on_canvas,100,100,,True,False,,0,,0,,0,250000.0,350000.0,USD,300000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222411,2019,10000,300000.0,Tapovan / Nature
-433833968,184,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,Arbre et Maison,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,15000.0,20000.0,USD,35000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222374,2019,4900,17500.0,Other
-660563639,213,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Cityscape),,oil_on_canvas,120,120,,True,False,,0,,0,,0,350000.0,500000.0,USD,543000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222402,2019,14400,425000.0,Other
-782887480,181,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,15000.0,20000.0,USD,37500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222371,2019,4900,17500.0,Other
-378245019,182,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,La Terre,,oil_on_canvas,150,150,,True,False,,0,,0,,0,0.0,0.0,USD,3015000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222372,2019,22500,0.0,La Terre
6881737741,179,,South Asian Modern + Contemporary Art ,2019-09-11,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,12000.0,18000.0,USD,16250.0,USD,True,False,,https://www.christies.com/en/lot/lot-6222369,2019,4900,15000.0,Other
-883260357,17,,South Asian Modern + Contemporary Art,2019-06-11,London,live,SAYED HAIDER RAZA,1922,2016,Untitled (Cityscape),,oil_on_canvas,120,120,,True,False,,0,,0,,0,192000.0,256000.0,GBP,705600.0,GBP,True,False,,https://www.christies.com/en/lot/lot-6212724,2019,14400,224000.0,Other
-234810469,18,,South Asian Modern + Contemporary Art,2019-06-11,London,live,SAYED HAIDER RAZA,1922,2016,Untitled (Church in Landscape),,oil_on_canvas,120,120,,True,False,,0,,0,,0,192000.0,256000.0,GBP,659520.0,GBP,True,False,,https://www.christies.com/en/lot/lot-6212725,2019,14400,224000.0,Tapovan / Nature
-215551766,63,,South Asian Modern + Contemporary Art,2019-06-11,London,live,SAYED HAIDER RAZA,1922,2016,Castillion VI,,works_on_paper,40,30,,True,False,,0,,0,,0,10240.0,15360.0,GBP,12800.0,GBP,True,False,,https://www.christies.com/en/lot/lot-6212769,2019,1200,12800.0,Other
1418975566,64,,South Asian Modern + Contemporary Art,2019-06-11,London,live,SAYED HAIDER RAZA,1922,2016,Bindu et Yoni,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,19200.0,25600.0,GBP,41600.0,GBP,True,False,,https://www.christies.com/en/lot/lot-6212770,2019,4900,22400.0,Bindu (Point)
3598906031,65,,South Asian Modern + Contemporary Art,2019-06-11,London,live,SAYED HAIDER RAZA,1922,2016,Bindu,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,128000.0,192000.0,GBP,136000.0,GBP,True,False,,https://www.christies.com/en/lot/lot-6212771,2019,10000,160000.0,Bindu (Point)
-384663998,433,,South Asian Modern + Contemporary Art,2019-03-20,New York,live,SAYED HAIDER RAZA,1922,2016,La Mer,,oil_on_canvas,100,100,,True,False,,0,,0,,0,200000.0,300000.0,USD,250000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6192227,2019,10000,250000.0,Other
1858474607,443,,South Asian Modern + Contemporary Art,2019-03-20,New York,live,SAYED HAIDER RAZA,1922,2016,Plein Soleil,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,100000.0,150000.0,USD,187500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6192237,2019,10000,125000.0,Tapovan / Nature
-538521478,115,,Art Contemporain Vente du Jour,2016-12-08,Paris,live,SAYED HAIDER RAZA,1922,2016,Bindu Radiation,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,66600.0,88800.0,EUR,82695.0,EUR,True,False,,https://www.christies.com/en/lot/lot-6052014,2016,4900,77700.0,Bindu (Point)
6944919115,305,,First Impression,2015-07-14,New York,live,SAYED HAIDER RAZA,1922,2016,"Arbre, Bindu, Cinq éléments",,works_on_paper,40,30,,True,False,,0,,0,,0,1000.0,1500.0,USD,625.0,USD,True,False,,https://www.christies.com/en/lot/lot-5917987,2015,1200,1250.0,Bindu (Point)
-313388177,310,,Prints and Multiples,2011-12-07,London,live,SAYED HAIDER RAZA,1922,2016,Composition geometrique,,works_on_paper,40,30,,True,False,,0,,0,,0,1016.0,1524.0,GBP,1111.25,GBP,True,False,,https://www.christies.com/en/lot/lot-5512698,2011,1200,1270.0,Other
-303620723,6,,Contemporary Indian Collection,1995-10-16,London,live,SAYED HAIDER RAZA,1922,2016,Untitled,,works_on_paper,40,30,,True,False,,0,,0,,0,10160.0,11430.0,GBP,13144.5,GBP,True,False,,https://www.christies.com/en/lot/lot-278859,1995,1200,10795.0,Other
2944558802,76,,Contemporary Indian Collection,1995-10-16,London,live,SAYED HAIDER RAZA,1922,2016,Untitled,,works_on_paper,40,30,,True,False,,0,,0,,0,6350.0,7620.0,GBP,10953.75,GBP,True,False,,https://www.christies.com/en/lot/lot-278929,1995,1200,6985.0,Other
6274041399,85,,Contemporary Indian Collection,1995-10-16,London,live,SAYED HAIDER RAZA,1922,2016,Untitled,,works_on_paper,40,30,,True,False,,0,,0,,0,8255.0,9525.0,GBP,9493.25,GBP,True,False,,https://www.christies.com/en/lot/lot-278938,1995,1200,8890.0,Other
3369986856,37,,Impressionist and Modern Art,1995-03-20,London,live,SAYED HAIDER RAZA,1922,2016,Untitled,,works_on_paper,40,30,,True,False,,0,,0,,0,635.0,889.0,GBP,142.24,GBP,True,False,,https://www.christies.com/en/lot/lot-440403,1995,1200,762.0,Other
